LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,SequenceID,BlockId,HasBlockId,ContentLength,TokenCount,Label,HasGroundTruth,EventTemplateCode,TemplateFrequency,ComponentFrequency,LevelFrequency,BlockFrequency,IsRareTemplate,PrevSameTemplate,PrevSameComponent,WindowTemplateUniques,SequenceDelta,anomaly_score,anomaly_threshold,is_anomaly,rank,dbscan_is_anomaly,detector_agreement
11,81109,204722,567,INFO,dfs.DataNode$PacketResponder,Received block blk_5402003568334525940 of size 67108864 from /10.251.214.112,E11,Received block blk_<*> of size <*> from /<*>,10,blk_5402003568334525940,1,76,8,Unknown,0,10,292,603,1920,1,0,1,1,3.0,1.0,0.33781714082072,0.3595655632374373,0,977,1,0
12,81109,204815,653,INFO,dfs.DataNode$DataXceiver,Receiving block blk_5792489080791696128 src: /10.251.30.6:33145 dest: /10.251.30.6:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,11,blk_5792489080791696128,1,88,7,Unknown,0,12,292,454,1920,1,0,0,0,4.0,1.0,0.33136935471671297,0.3595655632374373,0,1360,1,0
13,81109,204842,663,INFO,dfs.DataNode$DataXceiver,Receiving block blk_1724757848743533110 src: /10.251.111.130:49851 dest: /10.251.111.130:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,12,blk_1724757848743533110,1,94,7,Unknown,0,12,292,454,1920,1,0,1,1,4.0,1.0,0.33816696718357403,0.3595655632374373,0,963,1,0
14,81109,204908,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_8015913224713045110 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,13,blk_8015913224713045110,1,120,11,Unknown,0,3,314,659,1920,1,0,0,0,4.0,1.0,0.34045565948113543,0.3595655632374373,0,870,1,0
15,81109,204925,673,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5623176793330377570 src: /10.251.75.228:53725 dest: /10.251.75.228:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,14,blk_-5623176793330377570,1,93,7,Unknown,0,12,292,454,1920,1,0,0,0,4.0,1.0,0.330717554169154,0.3595655632374373,0,1417,1,0
16,81109,205035,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000590_0/part-00590. blk_-1727475099218615100,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,15,blk_-1727475099218615100,1,131,4,Unknown,0,4,115,659,1920,1,1,0,0,5.0,1.0,0.35593199087242133,0.3595655632374373,0,178,1,0
17,81109,205056,710,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5017373558217225674 terminating,E10,PacketResponder <*> for block blk_<*> terminating,16,blk_5017373558217225674,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,5.0,1.0,0.32780554536977324,0.3595655632374373,0,1766,1,0
18,81109,205157,752,INFO,dfs.DataNode$PacketResponder,Received block blk_9212264480425680329 of size 67108864 from /10.251.123.1,E11,Received block blk_<*> of size <*> from /<*>,17,blk_9212264480425680329,1,74,8,Unknown,0,10,292,603,1920,1,0,0,1,5.0,1.0,0.3304547276111313,0.3595655632374373,0,1450,1,0
19,81109,205315,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000742_0/part-00742. blk_-7878121102358435702,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,18,blk_-7878121102358435702,1,131,4,Unknown,0,4,115,659,1920,1,1,0,0,5.0,1.0,0.3560027419932484,0.3595655632374373,0,176,1,0
20,81109,205409,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.130:50010 is added to blk_4568434182693165548 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,19,blk_4568434182693165548,1,122,11,Unknown,0,3,314,659,1920,1,0,0,1,5.0,1.0,0.3415590328225471,0.3595655632374373,0,792,1,0
21,81109,205412,832,INFO,dfs.DataNode$PacketResponder,Received block blk_-5704899712662113150 of size 67108864 from /10.251.91.229,E11,Received block blk_<*> of size <*> from /<*>,20,blk_-5704899712662113150,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.32859738880374456,0.3595655632374373,0,1664,1,0
22,81109,205632,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.79:50010 is added to blk_-4794867979917102672 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,21,blk_-4794867979917102672,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3338453723846378,0.3595655632374373,0,1200,1,0
23,81109,205739,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,22,blk_8763662564934652249,1,121,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.3466347130638753,0.3595655632374373,0,454,1,0
24,81109,205742,1001,INFO,dfs.DataNode$PacketResponder,Received block blk_-5861636720645142679 of size 67108864 from /10.251.70.211,E11,Received block blk_<*> of size <*> from /<*>,23,blk_-5861636720645142679,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.3281953526563119,0.3595655632374373,0,1711,1,0
25,81109,205746,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.74.134:50010 is added to blk_7453815855294711849 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,24,blk_7453815855294711849,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.34083704851703206,0.3595655632374373,0,840,1,0
26,81109,205749,997,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-28342503914935090 src: /10.251.123.132:57542 dest: /10.251.123.132:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,25,blk_-28342503914935090,1,93,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.3294706205287344,0.3595655632374373,0,1570,1,0
27,81109,205754,952,INFO,dfs.DataNode$PacketResponder,Received block blk_8291449241650212794 of size 67108864 from /10.251.89.155,E11,Received block blk_<*> of size <*> from /<*>,26,blk_8291449241650212794,1,75,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.32691546537993116,0.3595655632374373,0,1844,1,0
28,81109,205858,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_000487_0/part-00487. blk_-5319073033164653435,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,27,blk_-5319073033164653435,1,131,4,Unknown,0,4,115,659,1920,1,1,0,0,5.0,1.0,0.3541326319019604,0.3595655632374373,0,213,1,0
29,81109,205931,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-4980916519894289629,E14,Verification succeeded for blk_<*>,28,blk_-4980916519894289629,1,51,4,Unknown,0,13,20,20,1920,1,1,0,0,6.0,1.0,0.3521995679103871,0.3595655632374373,0,241,1,0
30,81109,210022,1110,INFO,dfs.DataNode$PacketResponder,Received block blk_-5974833545991408899 of size 67108864 from /10.251.31.180,E11,Received block blk_<*> of size <*> from /<*>,29,blk_-5974833545991408899,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,6.0,1.0,0.329907469211781,0.3595655632374373,0,1514,1,0
31,81109,210037,1084,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5009020203888190378 src: /10.251.199.19:52622 dest: /10.251.199.19:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,30,blk_-5009020203888190378,1,93,7,Unknown,0,12,292,454,1920,1,0,0,0,6.0,1.0,0.33292497283889466,0.3595655632374373,0,1269,1,0
32,81109,210248,1138,INFO,dfs.DataNode$PacketResponder,Received block blk_6921674711959888070 of size 67108864 from /10.251.65.203,E11,Received block blk_<*> of size <*> from /<*>,31,blk_6921674711959888070,1,75,8,Unknown,0,10,292,603,1920,1,0,0,0,6.0,1.0,0.3303024907192382,0.3595655632374373,0,1473,1,0
33,81109,210407,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.244:50010 is added to blk_5165786360127153975 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,32,blk_5165786360127153975,1,120,11,Unknown,0,3,314,659,1920,1,0,0,0,6.0,1.0,0.3474044645116751,0.3595655632374373,0,403,1,0
34,81109,210458,1278,INFO,dfs.DataNode$DataXceiver,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,33,blk_2937758977269298350,1,94,7,Unknown,0,12,292,454,1920,1,0,0,0,6.0,1.0,0.33412319383782835,0.3595655632374373,0,1178,1,0
35,81109,210551,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_673825774073966710 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,34,blk_673825774073966710,1,119,11,Unknown,0,3,314,659,1920,1,0,0,0,6.0,1.0,0.34698540923099025,0.3595655632374373,0,431,1,0
36,81109,210637,1283,INFO,dfs.DataNode$PacketResponder,Received block blk_-7526945448667194862 of size 67108864 from /10.251.203.80,E11,Received block blk_<*> of size <*> from /<*>,35,blk_-7526945448667194862,1,76,8,Unknown,0,10,292,603,1920,1,0,0,0,6.0,1.0,0.32913844820807237,0.3595655632374373,0,1600,1,0
37,81109,210656,1334,INFO,dfs.DataNode$PacketResponder,Received block blk_-2094397855762091248 of size 67108864 from /10.251.126.83,E11,Received block blk_<*> of size <*> from /<*>,36,blk_-2094397855762091248,1,76,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.3332872396550129,0.3595655632374373,0,1243,1,0
38,81109,210712,1333,INFO,dfs.DataNode$PacketResponder,Received block blk_-8523968015014407246 of size 67108864 from /10.251.214.225,E11,Received block blk_<*> of size <*> from /<*>,37,blk_-8523968015014407246,1,77,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.33568634988956825,0.3595655632374373,0,1086,1,0
39,81109,210743,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.89.155:50010 is added to blk_8181993091797661153 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,38,blk_8181993091797661153,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.33859086691646995,0.3595655632374373,0,949,1,0
40,81109,210801,1357,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6276023454199613372 src: /10.251.65.237:34085 dest: /10.251.65.237:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,39,blk_-6276023454199613372,1,93,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.33087912371783396,0.3595655632374373,0,1401,1,0
41,81109,210807,1408,INFO,dfs.DataNode$PacketResponder,Received block blk_4755566011267050000 of size 67108864 from /10.251.75.79,E11,Received block blk_<*> of size <*> from /<*>,40,blk_4755566011267050000,1,74,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.32646788022230483,0.3595655632374373,0,1879,1,0
42,81109,210812,1395,INFO,dfs.DataNode$PacketResponder,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33,E11,Received block blk_<*> of size <*> from /<*>,41,blk_-3909548841543565741,1,75,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.3318031892355635,0.3595655632374373,0,1333,1,0
43,81109,210921,1452,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-6809181994368905854 src: /10.250.17.225:51754 dest: /10.250.17.225:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,42,blk_-6809181994368905854,1,93,7,Unknown,0,12,292,454,1920,1,0,0,0,5.0,1.0,0.3335468152037227,0.3595655632374373,0,1217,1,0
44,81109,210935,1458,INFO,dfs.DataNode$PacketResponder,Received block blk_8829027411458566099 of size 67108864 from /10.251.38.214,E11,Received block blk_<*> of size <*> from /<*>,43,blk_8829027411458566099,1,75,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.3291702632146101,0.3595655632374373,0,1597,1,0
45,81109,211029,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-29548654251973735 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,44,blk_-29548654251973735,1,120,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3332087460458479,0.3595655632374373,0,1250,1,0
46,81109,211038,1490,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5073870177832699716 terminating,E10,PacketResponder <*> for block blk_<*> terminating,45,blk_-5073870177832699716,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,6.0,1.0,0.3294722473018183,0.3595655632374373,0,1569,1,0
47,81109,211216,1504,INFO,dfs.DataNode$PacketResponder,Received block blk_-8241093737585222406 of size 67108864 from /10.250.5.161,E11,Received block blk_<*> of size <*> from /<*>,46,blk_-8241093737585222406,1,75,8,Unknown,0,10,292,603,1920,1,0,0,1,6.0,1.0,0.33290374337136597,0.3595655632374373,0,1270,1,0
48,81109,211301,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.228:50010 is added to blk_-2480595760294717232 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,47,blk_-2480595760294717232,1,123,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.3346877124935888,0.3595655632374373,0,1142,1,0
49,81109,211353,1574,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_7791237942696729620 terminating,E10,PacketResponder <*> for block blk_<*> terminating,48,blk_7791237942696729620,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,4.0,1.0,0.3268367635267174,0.3595655632374373,0,1853,1,0
50,81109,211403,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.202.134:50010 is added to blk_2113880130496815041 size 3549917,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,49,blk_2113880130496815041,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,4.0,1.0,0.34261582247311956,0.3595655632374373,0,719,1,0
51,81109,211453,1623,INFO,dfs.DataNode$PacketResponder,Received block blk_1064470652608359218 of size 67108864 from /10.251.39.242,E11,Received block blk_<*> of size <*> from /<*>,50,blk_1064470652608359218,1,75,8,Unknown,0,10,292,603,1920,1,0,0,0,4.0,1.0,0.3309402373558189,0.3595655632374373,0,1394,1,0
52,81109,211528,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.8:50010 is added to blk_-1661553043410372067 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,51,blk_-1661553043410372067,1,121,11,Unknown,0,3,314,659,1920,1,0,0,0,4.0,1.0,0.3341125836058975,0.3595655632374373,0,1179,1,0
53,81109,211617,1635,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-1527267659500322006 terminating,E10,PacketResponder <*> for block blk_<*> terminating,52,blk_-1527267659500322006,1,64,6,Unknown,0,9,311,603,1920,1,0,0,0,4.0,1.0,0.3272393906489906,0.3595655632374373,0,1815,1,0
54,81109,211918,1777,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4886940526690879848 terminating,E10,PacketResponder <*> for block blk_<*> terminating,53,blk_4886940526690879848,1,63,6,Unknown,0,9,311,603,1920,1,0,1,1,4.0,1.0,0.3332139647024328,0.3595655632374373,0,1249,1,0
55,81109,212029,1814,INFO,dfs.DataNode$PacketResponder,Received block blk_-2452477352812192142 of size 67108864 from /10.250.7.244,E11,Received block blk_<*> of size <*> from /<*>,54,blk_-2452477352812192142,1,75,8,Unknown,0,10,292,603,1920,1,0,0,1,4.0,1.0,0.3313682349985253,0.3595655632374373,0,1361,1,0
56,81109,212219,1885,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-4229375751333894621 terminating,E10,PacketResponder <*> for block blk_<*> terminating,55,blk_-4229375751333894621,1,64,6,Unknown,0,9,311,603,1920,1,0,0,1,4.0,1.0,0.3284821491551141,0.3595655632374373,0,1677,1,0
57,81109,212220,1946,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-774267833966018354 src: /10.251.38.53:51057 dest: /10.251.38.53:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,56,blk_-774267833966018354,1,90,7,Unknown,0,12,292,454,1920,1,0,0,0,4.0,1.0,0.3322463432788053,0.3595655632374373,0,1304,1,0
58,81109,212245,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001648_0/part-01648. blk_2513940824125131775,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,57,blk_2513940824125131775,1,130,4,Unknown,0,4,115,659,1920,1,1,0,0,5.0,1.0,0.3593340742267347,0.3595655632374373,0,103,1,0
59,81109,212317,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811092030_0001_m_001866_0/part-01866. blk_-1282453782148343691,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,58,blk_-1282453782148343691,1,131,4,Unknown,0,4,115,659,1920,1,1,1,1,5.0,1.0,0.3581892988105169,0.3595655632374373,0,123,1,0
60,81109,212338,2007,INFO,dfs.DataNode$PacketResponder,Received block blk_-518701095493827363 of size 67108864 from /10.251.214.67,E11,Received block blk_<*> of size <*> from /<*>,59,blk_-518701095493827363,1,75,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.34042481278844156,0.3595655632374373,0,874,1,0
61,81109,212403,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-2530087534157630851 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,60,blk_-2530087534157630851,1,122,11,Unknown,0,3,314,659,1920,1,0,0,0,5.0,1.0,0.33376081037164623,0.3595655632374373,0,1207,1,0
62,81109,212440,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.198.196:50010 is added to blk_427714267500527780 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,61,blk_427714267500527780,1,121,11,Unknown,0,3,314,659,1920,1,0,1,1,5.0,1.0,0.3458120222495346,0.3595655632374373,0,513,1,0
63,81109,212703,2053,INFO,dfs.DataNode$PacketResponder,Received block blk_-967145856473901804 of size 67108864 from /10.250.6.191,E11,Received block blk_<*> of size <*> from /<*>,62,blk_-967145856473901804,1,74,8,Unknown,0,10,292,603,1920,1,0,0,0,5.0,1.0,0.3307988422468239,0.3595655632374373,0,1408,1,0
64,81109,212904,2174,INFO,dfs.DataNode$PacketResponder,Received block blk_8408125361497769001 of size 67108864 from /10.251.70.211,E11,Received block blk_<*> of size <*> from /<*>,63,blk_8408125361497769001,1,75,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.3296540090457617,0.3595655632374373,0,1544,1,0
65,81109,212931,2211,INFO,dfs.DataNode$PacketResponder,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175,E11,Received block blk_<*> of size <*> from /<*>,64,blk_-1614641487214609125,1,77,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.3315127541441979,0.3595655632374373,0,1354,1,0
66,81109,213009,2207,INFO,dfs.DataNode$PacketResponder,Received block blk_7577595658377008671 of size 67108864 from /10.251.71.97,E11,Received block blk_<*> of size <*> from /<*>,65,blk_7577595658377008671,1,74,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.331534134249625,0.3595655632374373,0,1352,1,0
67,81109,213028,2206,INFO,dfs.DataNode$PacketResponder,Received block blk_3777400576053320362 of size 67108864 from /10.251.31.5,E11,Received block blk_<*> of size <*> from /<*>,66,blk_3777400576053320362,1,73,8,Unknown,0,10,292,603,1920,1,0,1,1,5.0,1.0,0.33059867151668076,0.3595655632374373,0,1431,1,0
68,81109,213217,2267,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-5852844080027817147 terminating,E10,PacketResponder <*> for block blk_<*> terminating,67,blk_-5852844080027817147,1,64,6,Unknown,0,9,311,603,1920,1,0,0,1,5.0,1.0,0.3270615125092478,0.3595655632374373,0,1831,1,0
69,81109,213353,2313,INFO,dfs.DataNode$PacketResponder,Received block blk_-2129171714384027465 of size 67108864 from /10.251.75.228,E11,Received block blk_<*> of size <*> from /<*>,68,blk_-2129171714384027465,1,76,8,Unknown,0,10,292,603,1920,1,0,0,1,5.0,1.0,0.3272253279355699,0.3595655632374373,0,1816,1,0
70,81109,213436,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_-2827716238972737794,E14,Verification succeeded for blk_<*>,69,blk_-2827716238972737794,1,51,4,Unknown,0,13,20,20,1920,1,1,0,0,6.0,1.0,0.3496791945629338,0.3595655632374373,0,306,1,0
71,81109,213506,2421,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3509323198988774369 src: /10.250.6.214:52922 dest: /10.250.6.214:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,70,blk_-3509323198988774369,1,91,7,Unknown,0,12,292,454,1920,1,0,0,0,6.0,1.0,0.3432140718114477,0.3595655632374373,0,678,1,0
72,81109,213510,2384,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9093049293972551787 terminating,E10,PacketResponder <*> for block blk_<*> terminating,71,blk_9093049293972551787,1,63,6,Unknown,0,9,311,603,1920,1,0,0,0,6.0,1.0,0.32980840508770976,0.3595655632374373,0,1526,1,0
73,81109,213837,19,INFO,dfs.FSDataset,Deleting block blk_1781953582842324563 file /mnt/hadoop/dfs/data/current/subdir5/blk_1781953582842324563,E9,Deleting block blk_<*> file /<*>/blk_<*>,72,blk_1781953582842324563,1,104,5,Unknown,0,8,263,263,1920,1,0,0,0,7.0,1.0,0.3553583156020215,0.3595655632374373,0,191,1,0
74,81109,213847,2552,INFO,dfs.DataNode$DataXceiver,10.251.194.213:50010 Served block blk_-7724713468912166542 to /10.251.203.80,E1,<*>:<*> Served block blk_<*> to /<*>,73,blk_-7724713468912166542,1,76,6,Unknown,0,0,80,454,1920,1,1,0,0,8.0,1.0,0.34760383441044673,0.3595655632374373,0,391,1,0
